"entity_ID" "nfix" "nfixno" "geo_entity" "entity_class" "longitude" "latitude" "area" "area_ratio" "extent_ratio" "no_polygons" "dist" "botanical_continent" "biome" "geology" "age_Ma" "native_proc" "naturalized_proc" "CHELSA_annual_mean_Temp" "CHELSA_annual_Prec" "GDP" "Popdensity" "HI" "HF" "elev_range"
"652" 10768 109 10 "Mississippi" "Mainland" -89.673271 32.755826 124047.887356 0.99958534927038 1 4 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 2607 NA 17.8539 1428.29729 0.63881 24.62091 32.73696 21.27888 213
"653" 10769 92 8 "Missouri" "Mainland" -92.490496 38.374379 180418.439035 1 1 1 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 2246 NA 13.13617 1032.58497 1.05222 34.56296 36.27405 22.55432 465
"654" 10785 58 4 "North Dakota" "Mainland" -100.459415 47.447501 182559.181951 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 1228 NA 5.37158 444.89221 0.10737 3.76307 25.62093 15.57627 790
"655" 10786 84 8 "Nebraska" "Mainland" -99.792148 41.527905 200155.870477 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 1640 NA 10.02239 580.65298 0.31247 9.51098 24.54691 14.93315 1379
"656" 10788 63 1 "Netherlands" "Mainland" 5.600985 52.253573 35787.074789 0.924337863433524 0.982400787112805 9 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1425 NA 10.10477 801.8537 10.45159 486.09657 49.58051 31.9653 295
"657" 10806 36 2 "New Hampshire" "Mainland" -71.579279 43.689995 24201.105519 1 1 1 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 1620 NA 7.17952 1110.26407 1.81811 57.90392 31.99457 20.80868 1835
"658" 10807 64 7 "New Jersey" "Mainland" -74.662629 40.189201 19835.637981 0.994846854328663 1 3 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 2153 NA 12.42879 1157.93461 17.57192 461.74201 50.54457 32.67717 496
"659" 10816 139 13 "Oklahoma" "Mainland" -97.509814 35.584372 181143.23565 1 1 1 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 2544 NA 15.92439 874.05023 0.64667 21.80646 27.68969 16.94234 1398
"660" 10825 69 6 "Pennsylvania" "Mainland" -77.839501 40.898437 118993.298988 1 1 1 0 "NORTHERN AMERICA" "Temperate Conifer Forests" NA NA 2303 NA 10.06336 1060.86321 3.46807 110.23721 36.61003 23.74189 965
"661" 10837 41 2 "Rhode I." "Mainland" -71.559946 41.683897 2727.363286 0.906961693257904 0.926829024743147 3 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 1503 NA 10.47809 1191.5601 12.23419 368.9114 43.47107 27.97524 242
"662" 10850 180 17 "Saudi Arabia" "undetermined" 44.585102 24.023382 1954701.770499 0.999569885612379 0.997672578451146 7 0 "ASIA-TEMPERATE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2169 92 26.02925 86.09648 0.27102 16.12648 15.26811 10.13961 2956
"663" 10851 106 10 "South Carolina" "Mainland" -80.900421 33.917554 80532.036781 0.999866432212198 1 2 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 2813 NA 17.32077 1232.24812 1.6786 63.28561 38.94205 25.21998 1006
"664" 10877 61 2 "Sweden" "undetermined" 16.741157 62.787738 446400.9309 0.987572712615506 1 19 0 "EUROPE" "Boreal Forests/Taiga" NA NA 3496 717 2.97001 623.17071 0.33349 19.52139 23.31952 15.17109 1949
"665" 10910 34 2 "Vermont" "Mainland" -72.6598 44.08248 24701.959116 1 1 1 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 1611 NA 6.7721 1061.4795 0.73791 26.5411 29.09969 18.95935 1172
"666" 10922 59 6 "Wisconsin" "Mainland" -89.738389 44.642172 169707.123727 1 1 1 0 "NORTHERN AMERICA" "Temperate Broadleaf & Mixed Forests" NA NA 1918 NA 7.11182 809.36819 1.03891 41.80326 34.00446 21.8336 400
"667" 10925 59 7 "West Virginia" "Mainland" -80.611955 38.64124 62522.666079 1 1 1 0 "NORTHERN AMERICA" "Temperate Grasslands, Savannas & Shrublands" NA NA 1924 NA 11.32374 1119.00763 0.75103 30.35343 30.57928 19.89388 1345
"668" 10932 849 111 "Zaïre" "Mainland" 23.654457 -2.876231 2326815.931115 0.999953199813727 1 2 0 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 8969 NA 22.92848 1620.25291 0.00771 33.71913 19.91756 13.07838 4523
"669" 10935 247 56 "Acre" "Mainland" -70.446666 -9.309917 152732.872765 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 3891 79 24.69931 1840.17785 0.04321 5.42552 9.21373 6.20562 436
"670" 10936 137 32 "Alagoas" "Mainland" -36.623196 -9.515554 27758.226458 0.999982229196064 1 4 0 "SOUTHERN AMERICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 1742 81 25.54706 1115.5636 1.04896 125.15275 35.26523 22.92965 848
"671" 10937 168 49 "Amapá" "Mainland" -51.961033 1.440043 142218.257812 0.996273402879814 1 12 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 2539 57 25.632 2637.05952 0.03309 6.10834 7.37207 5.06245 623
"672" 10938 595 116 "Amazonas" "Mainland" -64.698501 -4.182241 1570632.549492 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 7981 112 25.32615 2539.38167 0.01582 2.84322 4.73337 3.25065 2493
"673" 10940 224 44 "Ceará" "Mainland" -39.617902 -5.091464 148811.295453 0.99999614714059 1 5 0 "SOUTHERN AMERICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 2312 130 27.21057 874.82564 0.49059 61.94001 26.97093 17.63418 1042
"674" 10941 267 37 "Distrito Federal" "Mainland" -47.797226 -15.781119 5803.241215 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 3060 135 21.84268 1457.60557 6.51318 509.18931 42.6316 27.62947 597
"675" 10943 500 66 "Goiás" "Mainland" -49.623321 -16.044429 340369.447743 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 5383 135 24.14461 1555.16924 0.16323 19.87853 26.53226 17.29321 1418
"676" 10944 253 58 "Maranhão" "Mainland" -45.287407 -5.068699 330292.720037 0.996424025864489 1 160 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 2720 99 26.58013 1501.5921 0.10997 22.43398 24.25148 15.84308 809
"677" 10945 422 75 "Mato Grosso" "Mainland" -55.919201 -12.9496 904619.175226 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 5487 119 24.92956 1818.58998 0.03738 3.85526 11.54705 7.67261 991
"678" 10946 356 50 "Mato Grosso do Sul" "Mainland" -54.84547 -20.325898 357039.48122 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 3490 136 24.35269 1378.278 0.07879 7.67491 21.81685 14.27211 880
"679" 10947 715 104 "Minas Gerais" "Mainland" -44.657703 -18.457986 588992.687051 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 10837 259 22.39254 1252.47671 0.29066 36.06999 30.01858 19.53549 2534
"680" 10948 508 102 "Pará" "Mainland" -53.062525 -3.97338 1248370.573298 0.999757363964292 1 68 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 6028 122 25.45772 2141.5997 0.03454 7.64331 8.70357 5.84575 893
"681" 10949 159 32 "Paraíba" "Mainland" -36.872547 -7.142569 56382.904854 0.992257815801964 0.514412740990007 5 0 "SOUTHERN AMERICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 1771 116 25.92662 805.09117 0.74554 71.26551 28.54474 18.66028 1137
"682" 10950 254 49 "Pernambuco" "Mainland" -37.998882 -8.326044 98225.479823 0.999342155679805 1 14 0 "SOUTHERN AMERICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 3013 166 25.43808 765.59799 0.76541 97.40678 29.92323 19.52267 1135
"683" 10951 240 47 "Piauí" "Mainland" -42.969125 -7.384484 251100.454272 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 1901 91 27.1714 1001.89174 0.08025 13.38547 20.13982 13.22032 865
"684" 10952 331 59 "Rio de Janeiro" "Mainland" -42.661354 -22.194919 43687.287318 0.99326291969429 1 173 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 7092 224 22.72552 1380.47979 3.19557 402.68677 40.75777 26.43034 2608
"685" 10954 244 59 "Rondônia" "Mainland" -62.856549 -10.898565 236376.097832 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 3136 50 24.89603 1913.2678 0.07018 7.26814 14.88344 9.83445 1042
"686" 10955 214 46 "Roraima" "Mainland" -61.398019 2.084692 224380.541176 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 2936 57 25.34325 2003.72946 0.02307 2.46158 6.41355 4.34719 2120
"687" 10956 389 65 "São Paulo" "Mainland" -48.732761 -22.265413 247607.428707 0.996376722997832 0.974259378904909 80 0 "SOUTHERN AMERICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 7243 330 21.9332 1423.30013 1.70471 182.14958 37.81356 24.53394 2548
"688" 10957 110 23 "Sergipe" "Mainland" -37.446067 -10.59089 22027.839746 0.999958243159084 1 8 0 "SOUTHERN AMERICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 1511 68 25.60602 1044.38861 1.05538 106.69771 34.22643 22.35048 650
"689" 10958 171 35 "Tocantins" "Mainland" -48.330001 -10.150184 277624.233338 1 1 1 0 "SOUTHERN AMERICA" "Tropical & Subtropical Grasslands, Savannas & Shrublands" NA NA 2206 52 26.30416 1651.71984 0.04732 5.76623 15.05991 9.96153 1128
"690" 10960 92 2 "Czech Republic" "Mainland" 15.332125 49.73913 78678.419022 0.999997520794108 1 2 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1954 365 8.0928 677.5257 2.01577 135.23692 43.48273 28.14372 1428
"691" 10978 177 7 "Sierra Nevada " "Mainland" -3.136268 37.070204 1707.127344 1 1 1 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 1992 NA 8.81295 527.83784 0.41125 26.23958 30.31265 19.70657 3039
"692" 11011 92 7 "North Western" "Mainland" 131.500036 -28.000487 218749.024984 1 1 1 0 "AUSTRALASIA" "Deserts & Xeric Shrublands" NA NA 946 57 19.81698 239.46056 0.00045 0.01328 3.35174 2.23278 1229
"693" 11012 93 11 "Lake Eyre" "Mainland" 137.498689 -27.999438 307408.603636 1 1 1 0 "AUSTRALASIA" "Deserts & Xeric Shrublands" NA NA 1035 117 22.40716 163.01538 0.00059 0.01022 3.09179 2.05466 481
"694" 11013 54 4 "Nallarbor" "Mainland" 130.975495 -30.794806 66863.427983 1 1 1 0 "AUSTRALASIA" "Deserts & Xeric Shrublands" NA NA 518 77 18.12734 213.45679 0 0.00813 6.05781 4.03386 286
"695" 11014 76 7 "Gairdner-Torrens" "Mainland" 135.666667 -30.916667 94767.796581 1 1 1 0 "AUSTRALASIA" "Deserts & Xeric Shrublands" NA NA 871 121 19.26566 191.34875 0.01141 0.07149 5.26884 3.49822 278
"696" 11015 100 8 "Flinders Ranges" "Mainland" 138.607143 -31.357143 36903.531164 1 1 1 0 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" NA NA 1191 328 18.04867 259.33857 0.00719 0.20682 8.69712 5.75298 986
"697" 11016 54 5 "Eastern" "Mainland" 140.068073 -31.591219 57898.419799 1 1 1 0 "AUSTRALASIA" "Deserts & Xeric Shrublands" NA NA 659 121 19.20301 209.93023 0.00209 0.00905 4.4822 2.97955 803
"698" 11017 130 9 "Eyre Peninsula" "Mainland" 135.505331 -32.758355 88773.995869 1 1 1 0 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" NA NA 1497 418 17.36385 316.63522 0.02978 0.89552 13.9888 9.20597 754
"699" 11018 76 3 "Northern Lofty" "Mainland" 138.519164 -33.723585 14694.571782 1 1 1 0 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" NA NA 991 502 15.78564 437.35326 0.12469 3.65637 28.54693 18.56497 869
"700" 11019 102 6 "Murray" "Mainland" 139.99765 -34.233163 50066.695551 1 1 1 0 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" NA NA 1351 521 16.69847 299.15806 0.07032 1.75764 19.0702 12.47428 638
"701" 11020 51 3 "Yorke Peninsula" "Mainland" 137.632173 -34.435824 8033.937862 1 1 1 0 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" NA NA 775 348 16.29968 404.17997 0.10236 4.43204 30.74516 19.79932 231
"702" 11021 72 3 "Southern Lofty" "Mainland" 138.676999 -35.069078 6326.221058 1 1 1 0 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" NA NA 1096 797 15.03119 625.90129 5.14583 225.04143 45.25992 29.15331 630
"703" 11022 81 4 "South Eastern" "Mainland" 140.320122 -36.563465 29849.472324 1 1 1 0 "AUSTRALASIA" "Mediterranean Forests, Woodlands & Scrub" NA NA 1282 580 15.01052 553.04021 0.08124 2.52832 21.92882 14.28261 206
"704" 11025 37 9 "Banaras Hindu University Main Campus, India" "Mainland" 82.990673 25.266419 4.591112 1 1 1 0 "ASIA-TROPICAL" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 329 NA 25.70769 1080.69231 13.02323 4178.33838 67.23077 43.46154 7
"705" 11026 35 1 "Smolny National Park, Russian Federation" "Mainland" 45.388581 54.805606 376.766655 0.924958778530972 0.739600039445889 4 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 706 31 4.8504 550.36968 0.01091 14.78742 23.65405 15.56527 123
"706" 11029 104 2 "Valle d'Aosta Province, Italy" "Mainland" 7.393502 45.732743 3255.467104 1 1 1 0 "EUROPE" "Temperate Conifer Forests" NA NA 1841 56 1.75691 1019.89753 1.42858 41.42645 30.0435 19.47742 4066
"707" 11030 171 3 "Piemonte Province, Italy" "Mainland" 7.92638 45.061542 25329.572935 1 1 1 0 "EUROPE" "Temperate Conifer Forests" NA NA 2879 206 9.95166 909.71274 3.80766 174.77946 38.71862 25.09043 4263
"708" 11031 150 4 "Lombardia Province, Italy" "Mainland" 9.770565 45.619968 23825.547969 0.999983895774381 1 3 0 "EUROPE" "Temperate Conifer Forests" NA NA 2639 230 10.58511 1087.54726 8.22342 426.72401 46.30818 29.9325 3718
"709" 11033 165 4 "Veneto Province, Italy" "Mainland" 11.845799 45.661798 17898.791065 0.993404414936669 1 131 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 2738 192 11.63871 993.73295 6.35091 279.98646 46.71599 30.17333 2919
"710" 11034 168 5 "Friuli-Venezia Giulia Province, Italy" "Mainland" 13.059201 46.154546 7802.370156 0.997445659254621 1 16 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 2664 188 10.29255 1507.65709 3.77055 156.24855 42.34803 27.4194 2458
"711" 11035 203 4 "Liguria Province, Italy" "Mainland" 8.705216 44.264332 5466.853884 0.999628776432833 1 4 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2467 136 12.15016 977.60056 3.92276 284.42091 43.07703 27.97506 2035
"712" 11038 191 4 "Marche Province, Italy" "Mainland" 13.108255 43.3659 9692.117444 1 1 1 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2182 104 13.38055 815.99536 4.37086 163.36118 44.09808 28.86967 2234
"713" 11039 194 4 "Umbria Province, Italy" "Mainland" 12.49092 42.966976 8451.97022 0.999695543413782 1 2 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2110 82 12.90805 795.03389 2.74859 107.78996 40.06456 25.92881 2216
"714" 11042 190 6 "Molise Province, Italy" "Mainland" 14.595773 41.684906 4432.769644 1 1 1 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2163 75 13.2178 724.75112 2.20655 69.44752 37.99575 24.75697 2019
"715" 11043 218 6 "Campania Province, Italy" "Mainland" 14.840554 40.859986 13634.136487 0.995311629375212 1 13 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2193 115 14.24538 843.60851 7.14636 420.13063 45.50866 29.42768 1819
"716" 11044 204 6 "Puglia Province, Italy" "Mainland" 16.620345 40.984788 19323.253432 0.999656498838389 0.976441097145373 16 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2007 81 15.87353 561.25919 5.1611 208.49092 52.25866 33.87241 1071
"717" 11045 226 7 "Basilicata Province, Italy" "Mainland" 16.082277 40.500675 9988.669338 0.999940745560798 1 4 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2335 60 13.58104 634.85497 1.79447 56.82212 41.88659 27.12891 2018
"718" 11046 222 7 "Calabria Province, Italy" "Mainland" 16.347359 39.068132 15075.722053 0.999994636077813 1 2 0 "EUROPE" "Mediterranean Forests, Woodlands & Scrub" NA NA 2265 70 14.70862 795.78159 2.65846 126.87056 42.30061 27.56531 2099
"719" 11047 53 1 "Schleswig-Holstein, Germany" "Mainland" 9.805828 54.188827 15651.812564 0.974672276109938 0.862072052006336 27 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1386 173 8.95373 784.2934 3.20888 182.20465 45.06501 29.22322 184
"720" 11048 59 1 "Mecklenburg-Vorpommern, Germany" "Mainland" 12.537584 53.75312 23193.158321 0.955833465549515 0.982517122811009 32 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1589 170 8.85339 596.0164 1.91738 71.41551 43.58772 28.16548 159
"721" 11049 68 1 "Niedersachsen, Germany" "Mainland" 9.169924 52.770344 47767.546 0.997199262528579 0.985704056847573 19 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1865 257 9.342 745.37017 3.302 170.8066 43.22229 27.99426 906
"722" 11050 46 1 "Hamburg, Germany" "Mainland" 10.027209 53.554568 768.156744 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1164 161 9.1998 743.51413 36.99502 2280.06858 80.42007 51.73547 100
"723" 11051 64 1 "Brandenburg, Germany" "Mainland" 13.399066 52.47328 29458.377745 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1564 244 9.31513 557.60798 2.66247 89.1799 42.01971 27.20351 198
"724" 11052 77 1 "Sachsen-Anhalt, Germany" "Mainland" 11.705496 52.011937 20602.675088 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1888 506 9.28336 549.95193 2.83635 108.32557 45.49594 29.43155 1052
"725" 11054 78 2 "Hessen, Germany" "Mainland" 9.039438 50.602213 20983.457804 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1908 309 8.95664 772.74851 5.91389 287.2279 45.03608 29.14128 823
"726" 11055 68 1 "Thüringen, Germany" "Mainland" 11.030485 50.902975 16256.108466 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1856 319 8.21859 679.00074 3.46994 131.39861 45.99201 29.74118 824
"727" 11056 80 1 "Rheinland-Pfalz, Germany" "Mainland" 7.453645 49.916523 19835.08322 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1913 343 9.25651 776.5945 5.11734 208.2831 41.1673 26.67526 734
"728" 11057 102 2 "Bayern, Germany" "Mainland" 11.422344 48.946211 70505.997377 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 2832 375 8.49237 904.07465 4.49168 180.56796 42.6985 27.64262 2571
"729" 11058 90 1 "Baden-Württemberg, Germany" "Mainland" 9.051441 48.541892 35989.071082 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 2113 290 9.05041 953.94233 6.60062 299.90571 42.22461 27.34674 1344
"730" 11059 54 1 "Saarland, Germany" "Mainland" 6.957208 49.391159 2560.737207 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1292 230 9.56585 911.48611 7.94812 376.36866 47.2465 30.54707 537
"731" 11060 36 1 "Bremen, Germany" "Mainland" 8.786235 53.112144 318.857935 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 865 117 9.58841 718.45411 25.36593 1667.96566 76.88498 49.53674 34
"732" 11061 42 1 "Berlin, Germany" "Mainland" 13.408782 52.499336 885.318084 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1096 175 9.42648 567.40344 46.2497 3787.69558 81.84055 52.70599 67
"733" 11062 72 6 "Saadani NP, Tanzania" "Mainland" 38.741075 -5.974116 1174.470493 1 1 1 0 "AFRICA" "Mangroves" NA NA 376 NA 25.92535 1341.47123 0.01219 18.41129 29.7338 19.25234 344
"734" 11066 131 11 "Zambia B" "Mainland" 23.58941 -15.293144 151815.799605 1 1 1 0 "AFRICA" "Flooded Grasslands & Savannas" NA NA 841 NA 22.13625 876.53743 0.0036 8.0638 15.93916 10.56029 308
"735" 11067 205 23 "Zambia S" "Mainland" 26.636487 -16.285944 106397.506092 1 1 1 0 "AFRICA" "Flooded Grasslands & Savannas" NA NA 1308 NA 21.46714 808.08463 0.01291 21.18107 22.71902 14.90602 1099
"736" 11068 222 30 "Zambia W" "Mainland" 26.107723 -12.997794 134567.070235 1 1 1 0 "AFRICA" "Tropical & Subtropical Dry Broadleaf Forests" NA NA 1605 NA 20.77939 1185.936 0.0366 23.16527 16.25014 10.75621 521
"737" 11069 195 29 "Zambia C" "Mainland" 29.533168 -14.066049 107494.344824 1 1 1 0 "AFRICA" "Flooded Grasslands & Savannas" NA NA 1405 NA 21.07286 947.08879 0.06303 39.33771 20.32543 13.34882 1443
"738" 11070 274 36 "Zambia N" "Mainland" 30.660366 -10.39752 187015.050504 1 1 1 0 "AFRICA" "Flooded Grasslands & Savannas" NA NA 2085 NA 21.19356 1209.59535 0.00662 18.86289 20.03221 13.15515 1671
"739" 11071 160 18 "Zambia E" "Mainland" 32.132381 -13.088056 64015.400149 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 1292 NA 22.32444 887.15629 0.01169 32.34878 20.67662 13.58855 1835
"740" 11072 219 17 "Zimbabwe S" "Mainland" 30.765741 -20.902984 92903.462922 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 1945 NA 21.30078 547.7793 0.00303 29.28194 26.53877 17.31442 1377
"741" 11073 194 19 "Zimbabwe W" "Mainland" 27.73002 -19.565929 92098.06963 1 1 1 0 "AFRICA" "Deserts & Xeric Shrublands" NA NA 1810 NA 20.85051 579.79645 0.00541 21.05654 27.70303 18.00804 1047
"742" 11074 235 16 "Zimbabwe C" "Mainland" 30.5995 -18.660162 66685.578213 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 2042 NA 19.34232 745.14177 0.02178 82.53059 29.84098 19.41482 1002
"743" 11075 296 23 "Zimbabwe E" "Mainland" 32.595379 -19.218457 22471.557386 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 2909 NA 19.22448 989.81315 0.00707 63.76443 31.30115 19.91485 2311
"744" 11076 248 25 "Zimbabwe N" "Mainland" 29.897739 -17.149255 116488.639771 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 2050 NA 21.64313 770.57473 0.00275 34.86846 29.83929 19.512 1387
"745" 11078 114 11 "Mozambique M" "Mainland" 32.452719 -25.539779 23352.62682 1 1 1 0 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 1086 NA 22.99833 751.38738 0.24639 132.87015 26.4493 17.21802 723
"746" 11079 117 13 "Mozambique GI" "Mainland" 33.615103 -23.079549 144112.487621 1 1 1 0 "AFRICA" "Tropical & Subtropical Moist Broadleaf Forests" NA NA 957 NA 23.85535 656.03949 0.01567 21.56848 17.3185 11.41678 527
"747" 11081 154 15 "Mozambique T" "Mainland" 32.758964 -15.484589 98516.455654 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 1113 NA 23.1261 909.95544 0.00838 29.36171 19.07195 12.49664 1774
"748" 11082 167 15 "Mozambique Z" "Mainland" 36.981833 -16.655515 102969.291821 1 1 1 0 "AFRICA" "Flooded Grasslands & Savannas" NA NA 1370 NA 23.71258 1303.30377 0.01246 51.23263 23.09433 15.13518 2127
"749" 11083 225 23 "Mozambique N" "Mainland" 38.018626 -13.425711 284329.331425 1 1 1 0 "AFRICA" "Flooded Grasslands & Savannas" NA NA 1609 NA 23.51868 1165.81322 0.00936 33.92616 15.62183 10.35414 1811
"750" 11085 160 9 "Malawi C" "Mainland" 33.915309 -13.574399 36038.954677 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 1139 NA 21.36954 1027.21922 0.10002 222.98575 27.13078 17.6006 1598
"751" 11086 200 11 "Malawi N" "Mainland" 33.932794 -11.173588 45326.713593 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 1756 NA 20.78447 1223.80329 0.02685 88.71866 22.27293 14.31058 2047
"752" 11087 57 4 "Mount Mulanje, Malawi" "Mainland" 35.633364 -15.933306 448.732179 1 1 1 0 "AFRICA" "Montane Grasslands & Shrublands" NA NA 775 NA 16.18311 1895.28983 0.00922 62.63524 12.57692 7.74176 2060
"753" 11088 54 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"754" 11089 86 2 "Burgenland, Austria" "Mainland" 16.5238 47.54166 3883.339787 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1636 2 10.25274 691.9156 2.40659 75.52308 37.4858 24.32472 727
"755" 11090 75 1 "Wien, Austria" "Mainland" 16.382137 48.217283 419.265643 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1420 1 10.26942 599.79201 44.14369 4052.46926 80.6157 51.91185 330
"756" 11091 99 2 "Niederöstereich, Austria" "Mainland" 15.744241 48.267693 19411.103553 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 2226 1 8.81763 754.54172 2.75366 93.44782 41.00366 26.5709 1824
"757" 11092 69 1 "Oberöstereich, Austria" "Mainland" 13.953051 48.133615 12052.829953 1 1 1 0 "EUROPE" "Temperate Broadleaf & Mixed Forests" NA NA 1789 0 8.15828 1076.16194 2.87004 119.99756 37.50894 24.31412 2473
"758" 11093 86 1 "Steiermark, Austria" "Mainland" 15.001078 47.264737 16568.791822 1 1 1 0 "EUROPE" "Temperate Conifer Forests" NA NA 2073 1 6.28265 1020.47363 1.90689 73.95247 34.56866 22.40424 2331
"759" 11094 87 2 "Kärnten, Austria" "Mainland" 13.905381 46.772174 9415.43291 1 1 1 0 "EUROPE" "Temperate Conifer Forests" NA NA 1965 1 5.61052 1169.29886 1.47429 60.01619 32.90858 21.34413 2920
"760" 11095 63 1 "Salzburg, Austria" "Mainland" 13.07102 47.385395 6905.886733 1 1 1 0 "EUROPE" "Temperate Conifer Forests" NA NA 1694 1 4.20448 1313.08596 2.1101 77.96616 34.60458 22.37718 2846
